dataset,result_family,protocol,method,task,n_train_subjects,n_test_subjects,n_train_slices,n_test_slices,accuracy,macro_auc,macro_f1,macro_f1_std,source_file,fairness_note
Private,existing_train_test_MIL,slice_svm_vote,Pix2Pix,mci_vs_ad,70,15,3500,750,0.7333333333333333,0.6363636363636364,0.6590909090909092,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Stage1,mci_vs_ad,70,15,3500,750,0.7333333333333333,0.5681818181818181,0.6590909090909092,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_GT,mci_vs_ad,70,15,3500,750,0.6666666666666666,0.5454545454545454,0.6031746031746031,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,FidelityFlow,mci_vs_ad,70,15,3500,750,0.6,0.7045454545454546,0.55,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,Stage1,mci_vs_ad,70,15,3500,750,0.6,0.7045454545454546,0.55,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,CycleGAN,mci_vs_ad,70,15,3500,750,0.5333333333333333,0.5909090909090908,0.49760765550239233,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,FA_GT,mci_vs_ad,70,15,3500,750,0.5333333333333333,0.5909090909090908,0.49760765550239233,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_ONLY,cn_vs_ad,,21,,,0.7476190476190474,0.4970588235294118,0.5424378522907936,0.1052002727038096,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_ONLY,cn_vs_mci,,28,,,0.6178571428571428,0.6534759358288771,0.6033691143270773,0.05404356701121975,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_ONLY,mci_vs_ad,,15,,,0.5599999999999999,0.24431818181818182,0.37669301109518505,0.06251486997737644,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,UNet_CurrentSplit_E100,cn_vs_ad,,21,,,0.6952380952380951,0.35441176470588237,0.5250030769883711,0.03165323719340548,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,UNet_CurrentSplit_E100,cn_vs_mci,,28,,,0.4946428571428571,0.42700534759358283,0.47375480435490963,0.07164182308090204,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,UNet_CurrentSplit_E100,mci_vs_ad,,15,,,0.5066666666666666,0.37727272727272726,0.4355500493658388,0.07080850981932282,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Pix2Pix_CurrentSplit_E100,cn_vs_ad,,21,,,0.6714285714285714,0.4544117647058824,0.5093853005522835,0.03889009542676824,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Pix2Pix_CurrentSplit_E100,cn_vs_mci,,28,,,0.6142857142857142,0.6259358288770054,0.5945019237344151,0.08408935128152688,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Pix2Pix_CurrentSplit_E100,mci_vs_ad,,15,,,0.5966666666666666,0.5022727272727273,0.49637357557266026,0.05082450111413407,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,CycleGAN_CurrentSplit_E100,cn_vs_ad,,21,,,0.6880952380952381,0.49338235294117655,0.5278468919337042,0.05226464207433693,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,CycleGAN_CurrentSplit_E100,cn_vs_mci,,28,,,0.7303571428571428,0.7272727272727273,0.7152007318659964,0.05704006854609016,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,CycleGAN_CurrentSplit_E100,mci_vs_ad,,15,,,0.4966666666666667,0.3738636363636364,0.4308091009736589,0.05200304011696549,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Stage1_LPIPS_GAN,cn_vs_ad,,21,,,0.6285714285714284,0.45441176470588224,0.4936961068672979,0.04823592377802348,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Stage1_LPIPS_GAN,cn_vs_mci,,28,,,0.5196428571428571,0.5074866310160427,0.4947465105998149,0.06347859084766003,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Stage1_LPIPS_GAN,mci_vs_ad,,15,,,0.4833333333333333,0.39659090909090905,0.39449476375391707,0.10429546469437298,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Fidelity_Flow,cn_vs_ad,,21,,,0.6380952380952379,0.4617647058823529,0.5001659463915729,0.05128060841222969,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Fidelity_Flow,cn_vs_mci,,28,,,0.532142857142857,0.5171122994652407,0.5064587938798801,0.06000552049911071,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,Fidelity_Flow,mci_vs_ad,,15,,,0.47666666666666657,0.3840909090909091,0.38982534151584497,0.08455442676408889,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,FA_GT,cn_vs_ad,,21,,,0.6190476190476188,0.2529411764705883,0.4456216457746344,0.06851300207727068,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,FA_GT,cn_vs_mci,,28,,,0.6660714285714285,0.6959893048128342,0.6486379159450244,0.04982758133741369,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,FA_GT,mci_vs_ad,,15,,,0.44000000000000006,0.15,0.30230473664398144,0.05063195012484154,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_UNet,cn_vs_ad,,21,,,0.7523809523809523,0.5977941176470589,0.4558360677130027,0.057171847125835416,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_UNet,cn_vs_mci,,28,,,0.6017857142857143,0.5911764705882353,0.5870113573099545,0.05566676309443051,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_UNet,mci_vs_ad,,15,,,0.5899999999999999,0.4181818181818181,0.4599562971988601,0.11160017751899133,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Pix2Pix,cn_vs_ad,,21,,,0.769047619047619,0.6360294117647058,0.5726826520944168,0.05909489934878942,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Pix2Pix,cn_vs_mci,,28,,,0.7071428571428571,0.7756684491978609,0.6851155010320658,0.06252703546863077,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Pix2Pix,mci_vs_ad,,15,,,0.5933333333333334,0.4045454545454545,0.47120885877407614,0.11963484818178063,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_CycleGAN,cn_vs_ad,,21,,,0.7428571428571428,0.5860294117647058,0.4775460295545435,0.08492939390389037,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_CycleGAN,cn_vs_mci,,28,,,0.6214285714285714,0.6617647058823529,0.6015184106300185,0.04836945528241059,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_CycleGAN,mci_vs_ad,,15,,,0.49333333333333335,0.23749999999999996,0.35533042156763384,0.07962584771217139,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Stage1,cn_vs_ad,,21,,,0.7666666666666668,0.5639705882352942,0.4779335726704147,0.0731297852407827,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Stage1,cn_vs_mci,,28,,,0.5714285714285714,0.5962566844919787,0.5499030417756441,0.05113905454020778,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Stage1,mci_vs_ad,,15,,,0.5333333333333333,0.3397727272727272,0.3776313560581295,0.07849343705238826,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Ours,cn_vs_ad,,21,,,0.7642857142857145,0.5639705882352942,0.4771867732394048,0.07353349232604732,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Ours,cn_vs_mci,,28,,,0.5714285714285715,0.5975935828877005,0.5499021744985619,0.04935783893033795,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_Ours,mci_vs_ad,,15,,,0.5333333333333333,0.3420454545454545,0.3775078382715682,0.07908267887695253,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_GT,cn_vs_ad,,21,,,0.7404761904761905,0.3352941176470588,0.4458335923274004,0.05661117945545164,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_GT,cn_vs_mci,,28,,,0.6196428571428572,0.6483957219251337,0.5975873502736977,0.0689285106917599,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
Private,existing_repeated_subject_CV,repeated_subject_cv,T1_PLUS_GT,mci_vs_ad,,15,,,0.5433333333333332,0.23636363636363633,0.4039214926314469,0.09476236009616733,outputs\icdm2026\downstream_finalpdf_compatible_private\classification_repeated_summary.csv,Existing private repeated subject-level CV; supplemental only.
