method,task,classifier,feature,coefficient,abs_coefficient
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c0_wm_grad_mean_slice_mean,0.2729328275036846,0.2729328275036846
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c0_wm_p90_slice_std,0.27257958844328617,0.27257958844328617
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c0_brain_median_slice_std,-1.0701204584201363,1.0701204584201363
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r1_c2_brain_median_slice_std,-1.013882230620736,1.013882230620736
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c2_wm_std_slice_std,0.9725150021425786,0.9725150021425786
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_std_slice_std,-0.9306014215366047,0.9306014215366047
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_median_slice_std,-0.8496610232426524,0.8496610232426524
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c2_wm_count_slice_std,0.7825942111630487,0.7825942111630487
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_median_slice_std,0.775148093978182,0.775148093978182
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c2_wm_p90_slice_std,-0.7713292964507257,0.7713292964507257
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_mean_slice_std,0.7696789081991764,0.7696789081991764
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c0_wm_std_slice_mean,-0.7639647682603689,0.7639647682603689
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c1_wm_grad_mean_slice_mean,0.7470240184861884,0.7470240184861884
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c1_wm_local_var_slice_std,-0.7101554176407251,0.7101554176407251
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_p90_slice_std,0.6964872539270012,0.6964872539270012
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_grad_mean_slice_std,-0.6920367925242915,0.6920367925242915
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c2_wm_std_slice_mean,-0.6836289980460157,0.6836289980460157
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_p10_slice_mean,0.6528303466104501,0.6528303466104501
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c0_brain_p10_slice_std,0.6277387730974787,0.6277387730974787
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r1_c2_brain_mean_slice_std,-0.6200475233759163,0.6200475233759163
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r0_c0_wm_median_slice_std,0.6042298823028341,0.6042298823028341
Old Fidelity Flow,mci_spectrum_vs_ad,logistic,roi_r1_c2_wm_grad_mean_slice_std,-0.5772634827766314,0.5772634827766314
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_brain_median_slice_std,-0.9555573168193751,0.9555573168193751
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_std_slice_std,-0.8642920712968024,0.8642920712968024
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_std_slice_std,0.8530011265841518,0.8530011265841518
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_median_slice_std,-0.8319535438279219,0.8319535438279219
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_wm_grad_mean_slice_mean,0.8220771771198202,0.8220771771198202
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_median_slice_std,-0.7691524147614992,0.7691524147614992
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_p90_slice_std,0.7090739897338263,0.7090739897338263
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_mean_slice_std,0.6907525448733067,0.6907525448733067
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_median_slice_std,0.6885958173116962,0.6885958173116962
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_p10_slice_mean,0.6747241267977021,0.6747241267977021
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_p90_slice_std,-0.6547881668067718,0.6547881668067718
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_wm_std_slice_mean,-0.6331074683635547,0.6331074683635547
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_wm_grad_mean_slice_std,-0.6263386511260232,0.6263386511260232
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_wm_std_slice_mean,-0.5441351390213742,0.5441351390213742
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_wm_median_slice_std,0.5373935628483395,0.5373935628483395
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_wm_p10_slice_std,0.5308763699080767,0.5308763699080767
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_grad_mean_slice_mean,0.5282648822430855,0.5282648822430855
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_wm_local_var_slice_std,-0.5232031810750802,0.5232031810750802
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_wm_std_slice_std,0.5105770547221178,0.5105770547221178
Old Fidelity Flow,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_median_slice_std,0.49567058100287964,0.49567058100287964
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c1_wm_p90_slice_std,-1.3050302627473394,1.3050302627473394
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c2_brain_local_var_slice_mean,-1.134331889387449,1.134331889387449
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c2_wm_grad_mean_slice_std,1.031311644416318,1.031311644416318
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_std_slice_std,0.8707379453292456,0.8707379453292456
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_grad_mean_slice_std,-0.832551309586046,0.832551309586046
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_p90_slice_std,-0.8290728503815551,0.8290728503815551
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c1_brain_std_slice_std,-0.8080250233020206,0.8080250233020206
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c0_wm_grad_mean_slice_mean,-0.8051814168379802,0.8051814168379802
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c2_wm_p90_slice_std,0.7751381922410956,0.7751381922410956
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c1_wm_grad_mean_slice_mean,-0.7577418700646441,0.7577418700646441
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c2_wm_grad_mean_slice_std,-0.7554224692504274,0.7554224692504274
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_local_var_slice_mean,0.7109858292468737,0.7109858292468737
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c2_brain_p90_slice_std,-0.6892506728880617,0.6892506728880617
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c2_brain_median_slice_std,-0.6755733725782967,0.6755733725782967
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c0_wm_p90_slice_mean,0.6514577903900944,0.6514577903900944
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r1_c1_brain_grad_mean_slice_std,0.6500323004728945,0.6500323004728945
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_p90_slice_mean,-0.6397942162035455,0.6397942162035455
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c1_brain_p10_slice_mean,-0.6357612320899583,0.6357612320899583
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c1_wm_p10_slice_std,-0.6297532770774794,0.6297532770774794
T1_ONLY,cn_vs_mci_spectrum,logistic,roi_r0_c1_wm_std_slice_mean,0.6203123426480578,0.6203123426480578
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_p90_slice_std,-1.3768433315653443,1.3768433315653443
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_wm_p10_slice_std,-1.2426314995215755,1.2426314995215755
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_brain_local_var_slice_mean,-1.1359221404710507,1.1359221404710507
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_wm_grad_mean_slice_std,1.1036082111097376,1.1036082111097376
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c0_wm_grad_mean_slice_mean,-1.0943747725437456,1.0943747725437456
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c0_wm_grad_mean_slice_std,1.0607889452725503,1.0607889452725503
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_median_slice_std,-1.0561537264637746,1.0561537264637746
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_wm_std_slice_std,0.9991232398033314,0.9991232398033314
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_brain_p10_slice_mean,-0.9936215214871973,0.9936215214871973
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_wm_grad_mean_slice_std,-0.9816188242173338,0.9816188242173338
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_brain_std_slice_std,-0.9276465320629635,0.9276465320629635
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_p90_slice_std,-0.9256785779641392,0.9256785779641392
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_wm_p90_slice_std,0.8838081081788861,0.8838081081788861
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_brain_median_slice_mean,0.8700797704539516,0.8700797704539516
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_wm_std_slice_mean,0.844806450497694,0.844806450497694
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_brain_grad_mean_slice_std,0.8436233213474112,0.8436233213474112
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_grad_mean_slice_mean,-0.8328354582347259,0.8328354582347259
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_brain_mean_slice_mean,0.8193997239418593,0.8193997239418593
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r1_c0_brain_grad_mean_slice_std,-0.8077972666305517,0.8077972666305517
T1_ONLY,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_wm_grad_mean_slice_mean,0.7915231487603529,0.7915231487603529
T1_ONLY,cn_vs_ad,logistic,roi_r0_c1_brain_std_slice_std,-0.8009289942390196,0.8009289942390196
T1_ONLY,cn_vs_ad,logistic,roi_r1_c1_brain_p10_slice_std,0.7788208541140197,0.7788208541140197
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_brain_local_var_slice_std,-0.724291235824932,0.724291235824932
T1_ONLY,cn_vs_ad,logistic,roi_r1_c1_wm_p90_slice_std,-0.7182165012787235,0.7182165012787235
T1_ONLY,cn_vs_ad,logistic,roi_r0_c2_brain_count_slice_std,-0.6504993365497599,0.6504993365497599
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_brain_p10_slice_std,-0.6213126866081646,0.6213126866081646
T1_ONLY,cn_vs_ad,logistic,roi_r0_c2_brain_std_slice_mean,0.5508646272527156,0.5508646272527156
T1_ONLY,cn_vs_ad,logistic,roi_r1_c2_brain_p90_slice_std,-0.5441255193530177,0.5441255193530177
T1_ONLY,cn_vs_ad,logistic,roi_r1_c2_brain_count_slice_mean,-0.5409463320265655,0.5409463320265655
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_brain_p90_slice_std,0.5292947529623576,0.5292947529623576
T1_ONLY,cn_vs_ad,logistic,roi_r0_c2_brain_std_slice_std,0.4914830830055441,0.4914830830055441
T1_ONLY,cn_vs_ad,logistic,roi_r1_c0_brain_p90_slice_std,-0.47437046173787284,0.47437046173787284
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_wm_p90_slice_std,0.46884434314492324,0.46884434314492324
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_brain_grad_mean_slice_std,-0.46864976646898526,0.46864976646898526
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_wm_local_var_slice_std,-0.4611135135300023,0.4611135135300023
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_wm_median_slice_std,0.4395768624168627,0.4395768624168627
T1_ONLY,cn_vs_ad,logistic,roi_r1_c1_brain_mean_slice_std,0.43839233696905733,0.43839233696905733
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_brain_count_slice_mean,0.43125943822779045,0.43125943822779045
T1_ONLY,cn_vs_ad,logistic,roi_r0_c1_brain_count_slice_std,0.41876165078197836,0.41876165078197836
T1_ONLY,cn_vs_ad,logistic,roi_r0_c0_brain_p10_slice_mean,-0.4161499749573558,0.4161499749573558
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c1_brain_std_slice_std,-0.3488153312346739,0.3488153312346739
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c1_wm_p90_slice_std,-0.3217715029516487,0.3217715029516487
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c0_brain_local_var_slice_std,-0.28092500944267423,0.28092500944267423
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c1_brain_p10_slice_std,0.2692089593332796,0.2692089593332796
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c2_brain_count_slice_mean,-0.25093745911097726,0.25093745911097726
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c0_brain_count_slice_mean,0.234201279884355,0.234201279884355
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c1_brain_mean_slice_std,0.23257519513956987,0.23257519513956987
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c0_brain_p10_slice_std,-0.2249087685224756,0.2249087685224756
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c2_brain_count_slice_std,-0.22436591130011801,0.22436591130011801
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c2_brain_std_slice_mean,0.22133442233505965,0.22133442233505965
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c0_brain_p90_slice_std,0.21548094488710415,0.21548094488710415
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c0_brain_grad_mean_slice_std,0.21426380164189,0.21426380164189
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c0_brain_grad_mean_slice_std,-0.20694530226742902,0.20694530226742902
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c0_brain_p90_slice_std,-0.2068720381377963,0.2068720381377963
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c1_brain_local_var_slice_std,0.20567759314022832,0.20567759314022832
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c1_brain_count_slice_std,0.2020708767471388,0.2020708767471388
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c0_wm_median_slice_std,0.19606622715004957,0.19606622715004957
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c2_brain_p90_slice_std,-0.18719803357913936,0.18719803357913936
T1_ONLY,cn_vs_ad,linear_svm,roi_r1_c1_brain_median_slice_std,0.18631485675445847,0.18631485675445847
T1_ONLY,cn_vs_ad,linear_svm,roi_r0_c2_brain_median_slice_std,0.1836229782167476,0.1836229782167476
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c2_brain_p10_slice_std,-0.7842117607146829,0.7842117607146829
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_local_var_slice_std,-0.7570157413878947,0.7570157413878947
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c2_brain_local_var_slice_std,-0.7112942127185535,0.7112942127185535
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c0_wm_std_slice_std,-0.7068973850341063,0.7068973850341063
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c0_wm_p90_slice_std,0.6614144764098419,0.6614144764098419
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_count_slice_std,-0.6482434279176372,0.6482434279176372
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_count_slice_std,0.6456920444918858,0.6456920444918858
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c2_wm_local_var_slice_std,-0.6371376320958082,0.6371376320958082
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c2_wm_p90_slice_std,-0.6265579607396689,0.6265579607396689
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c2_brain_count_slice_mean,-0.612039772759788,0.612039772759788
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c2_brain_p90_slice_std,-0.6043377652426228,0.6043377652426228
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c2_wm_count_slice_std,0.5676474164637161,0.5676474164637161
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_p90_slice_std,-0.5604346521752352,0.5604346521752352
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_grad_mean_slice_std,0.5557203171594903,0.5557203171594903
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c0_brain_local_var_slice_std,-0.5482386380172873,0.5482386380172873
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c0_wm_count_slice_mean,-0.5407912790964817,0.5407912790964817
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_p10_slice_std,0.5161313872741676,0.5161313872741676
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c1_wm_p90_slice_std,-0.5044741715816301,0.5044741715816301
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r0_c0_wm_local_var_slice_std,-0.48642226735987326,0.48642226735987326
T1_ONLY,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_mean_slice_std,0.4852248414051313,0.4852248414051313
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_count_slice_std,-0.4520367188746796,0.4520367188746796
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_count_slice_mean,-0.41438921382963523,0.41438921382963523
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_p10_slice_std,-0.39314775788471046,0.39314775788471046
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_p90_slice_std,-0.3800136517672561,0.3800136517672561
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_local_var_slice_std,-0.3692396448596925,0.3692396448596925
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_brain_local_var_slice_std,-0.3669026059902089,0.3669026059902089
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_std_slice_std,-0.35974473143027463,0.35974473143027463
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_wm_count_slice_std,0.3455867643562397,0.3455867643562397
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_wm_std_slice_std,-0.3283275617640002,0.3283275617640002
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_local_var_slice_std,-0.3265155796642296,0.3265155796642296
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_brain_p90_slice_std,-0.32248247838133914,0.32248247838133914
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_std_slice_std,0.30988941373772283,0.30988941373772283
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_mean_slice_std,0.3016506831178402,0.3016506831178402
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_count_slice_std,0.29532828208693174,0.29532828208693174
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_wm_p90_slice_std,0.2932050827100195,0.2932050827100195
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_wm_p90_slice_std,-0.29173702252490763,0.29173702252490763
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_grad_mean_slice_std,-0.29047524148278625,0.29047524148278625
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_p10_slice_std,0.2900344609463715,0.2900344609463715
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_mean_slice_std,-0.2878038030697737,0.2878038030697737
T1_ONLY,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_p90_slice_std,-0.28617002832751237,0.28617002832751237
